Gene_A	Pathway	Gene_B	Upstream	Downstream	Upregulating	Downregulating	Upregulated	Downregulated	Tissue	Gene_A_Gene_Expression	Gene_A_Gene_Expression_z-Score	Gene_A_Gene_Expression_p-Value	Gene_A_Protein_Expression	Gene_A_Protein_Expression_z-Score	Gene_A_Protein_Expression_p-Value	Gene_B_Gene_Expression	Gene_B_Gene_Expression_z-Score	Gene_B_Gene_Expression_p-Value	Gene_B_Protein_Expression	Gene_B_Protein_Expression_z-Score	Gene_B_Protein_Expression_p-Value
VAMP2	WP481	GSK3B	True	False	True	False	False	False	Pancreas	34.975	-0.8388845578344484	0.799232952952309	52.927724544099995	0.005386667073659442	0.4978510411463063	4.958	-1.5253083633179854	0.9364088986267696	61.230193106200005	0.5184478838576363	0.3020729065235864
VAMP2	WP481	GSK3B	True	False	True	False	False	False	Prostate	126.75	0.13551801938016064	0.4461011591358345	35.464001600399996	-0.2463873727597885	0.5973088099574748	12.795	-0.1403994085218257	0.5558277874221411	41.5163387849	0.010815104675144595	0.4956854815872934
VAMP2	WP481	GSK3B	True	False	True	False	False	False	Testis	98.15	-0.16813672001878038	0.5667621389281211	51.4042760996	-0.016576849559437223	0.5066129033016371	24.02	1.8432171561823842	0.03264865549263252	121.74883729579999	2.076806134944536	0.018909727883963168
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Adrenal_Gland	107.0	-0.07417362758239483	0.52956388491375	50.2380840509	-0.03338981001863674	0.5133181322197973	13.36	0.09015983296285103	0.46408010146765455	8.356033892100001	-0.1792400358270047	0.5711253856613108
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Bladder	93.72	-0.21517135272987517	0.5851831374898769	37.2428179273	-0.2207422240026116	0.5873534238421515	16.62	0.8366786700250934	0.20138660592184388	11.176875293400002	0.10406305805019263	0.458559653524628
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Brain_Frontal_Cortex_BA9	439.5	3.456078150394805	0.0002740481929587313	324.4724423734	3.920239807135649	4.423044944512622e-05	22.02	2.0732436148521196	0.019074806622565332	42.521468154	3.252067100261386	0.0005728448567271505
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Brain_Spinal_cord_cervical_c-1	154.2	0.4269628654116616	0.3347031876824511	69.06537988439999	0.23804282473063135	0.40592393967220763	9.51	-0.7914651739971587	0.7856637045161636	12.775014665299999	0.26456758988866247	0.3956712950873824
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Colon_Sigmoid	108.8	-0.05506249013770626	0.5219556603400093	29.3805222135	-0.3340927369837361	0.630845209722033	14.32	0.3099936009321004	0.3782829112746553	5.9355108392	-0.4223383076304536	0.6636109496063037
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Colon_Transverse	72.065	-0.4450889534880594	0.6718722642693287	29.3805222135	-0.3340927369837361	0.630845209722033	13.935	0.22183110023609948	0.4122226840368106	5.9355108392	-0.4223383076304536	0.6636109496063037
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Esophagus_Gastroesophageal_Junction	124.5	0.11162909757429988	0.45555874984097944	27.243415346	-0.3649033511535164	0.6424082236529122	14.21	0.2848043150189574	0.3878970330864765	0.0	-1.0184542692410739	0.8457689385158261
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Esophagus_Mucosa	53.42	-0.6430484855192921	0.739903680323212	27.243415346	-0.3649033511535164	0.6424082236529122	13.02	0.012302040140408642	0.49509231984131685	0.0	-1.0184542692410739	0.8457689385158261
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Esophagus_Muscularis	107.85	-0.06514892378906971	0.5259722862053572	27.243415346	-0.3649033511535164	0.6424082236529122	14.21	0.2848043150189574	0.3878970330864765	0.0	-1.0184542692410739	0.8457689385158261
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Heart_Atrial_Appendage	55.59	-0.6200089475998619	0.732374051929209	21.478342436800002	-0.44801825746318596	0.6729299898909211	6.942	-1.3795205033149	0.9161328354664645	11.9886108197	0.18558738122016694	0.42638417498891723
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Heart_Left_Ventricle	39.65	-0.7892486869711598	0.7850166644931391	21.478342436800002	-0.44801825746318596	0.6729299898909211	5.7379999999999995	-1.6552286873096669	0.9510609409112653	11.9886108197	0.18558738122016694	0.42638417498891723
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Kidney_Cortex	74.14	-0.4230580589337656	0.6638735491731186	28.1414550605	-0.3519563359277562	0.6375644956128923	10.72	-0.5143830289525839	0.6965078889119672	7.1144670315	-0.30393323293524266	0.6194106207606392
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Liver	24.94	-0.9454291490885873	0.8277800867374894	14.1660584135	-0.5534392661960331	0.710018671254934	6.347	-1.5157716407541744	0.9352114473409576	6.3666043588	-0.379042669741416	0.6476719110017549
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Lung	112.7	-0.013655025674214234	0.5054473977941683	45.7436350189	-0.09818616491158849	0.5391077659102405	16.94	0.9099565926815099	0.18142270110868486	6.4574871335	-0.36991511962789725	0.6442771322640503
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Ovary	223.8	1.1659268466062878	0.12182201175277951	53.6597852184	0.01594076679030674	0.4936408234661218	16.68	0.8504182805231711	0.19754628813026232	18.4246890835	0.8319763925733094	0.2027111349259323
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Pancreas	34.975	-0.8388845578344484	0.799232952952309	52.927724544099995	0.005386667073659442	0.4978510411463063	7.771	-1.1896848849331214	0.8829148657954958	7.14551119	-0.30081540215404	0.6182223685672421
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Prostate	126.75	0.13551801938016064	0.4461011591358345	35.464001600399996	-0.2463873727597885	0.5973088099574748	14.14	0.26877476943786627	0.3940515050973259	4.7461169658	-0.541791660809939	0.7060189815918407
VAMP2	WP481	PDPK1	True	False	True	False	False	False	Testis	98.15	-0.16813672001878038	0.5667621389281211	51.4042760996	-0.016576849559437223	0.5066129033016371	16.91	0.9030867874324705	0.18323991788509575	21.600488171	1.150928640865784	0.12488079690997433
VAMP2	WP481	SGK1	True	False	True	False	False	False	Adrenal_Gland	107.0	-0.07417362758239483	0.52956388491375	50.2380840509	-0.03338981001863674	0.5133181322197973	57.87	0.7456835627392312	0.2279292954412897	19.4974124155	0.13159132066199794	0.44765377546602536
VAMP2	WP481	SGK1	True	False	True	False	False	False	Bladder	93.72	-0.21517135272987517	0.5851831374898769	37.2428179273	-0.2207422240026116	0.5873534238421515	15.51	-0.5698510625636616	0.7156106405040586	0.0	-1.1747806498477324	0.8799587582167274
VAMP2	WP481	SGK1	True	False	True	False	False	False	Brain_Frontal_Cortex_BA9	439.5	3.456078150394805	0.0002740481929587313	324.4724423734	3.920239807135649	4.423044944512622e-05	9.687000000000001	-0.750690489455511	0.7735805259968433	20.265998360099996	0.1830883661958439	0.4273643419567925
VAMP2	WP481	SGK1	True	False	True	False	False	False	Brain_Spinal_cord_cervical_c-1	154.2	0.4269628654116616	0.3347031876824511	69.06537988439999	0.23804282473063135	0.40592393967220763	42.16	0.25779288843544346	0.39828337662135094	12.1905925537	-0.3579826011283062	0.6398218329101646
VAMP2	WP481	SGK1	True	False	True	False	False	False	Colon_Sigmoid	108.8	-0.05506249013770626	0.5219556603400093	29.3805222135	-0.3340927369837361	0.630845209722033	7.475	-0.8193864901913467	0.793717029828745	17.192760873999998	-0.022825691782903907	0.5091053428589531
VAMP2	WP481	SGK1	True	False	True	False	False	False	Colon_Transverse	72.065	-0.4450889534880594	0.6718722642693287	29.3805222135	-0.3340927369837361	0.630845209722033	21.655	-0.3790115849317853	0.6476603694935215	17.192760873999998	-0.022825691782903907	0.5091053428589531
VAMP2	WP481	SGK1	True	False	True	False	False	False	Esophagus_Gastroesophageal_Junction	124.5	0.11162909757429988	0.45555874984097944	27.243415346	-0.3649033511535164	0.6424082236529122	11.3	-0.7005970675807809	0.7582227455115067	0.0	-1.1747806498477324	0.8799587582167274
VAMP2	WP481	SGK1	True	False	True	False	False	False	Esophagus_Mucosa	53.42	-0.6430484855192921	0.739903680323212	27.243415346	-0.3649033511535164	0.6424082236529122	46.83	0.4028246802240297	0.34353860184025153	0.0	-1.1747806498477324	0.8799587582167274
VAMP2	WP481	SGK1	True	False	True	False	False	False	Esophagus_Muscularis	107.85	-0.06514892378906971	0.5259722862053572	27.243415346	-0.3649033511535164	0.6424082236529122	9.808	-0.7469327064134513	0.7724479088989027	0.0	-1.1747806498477324	0.8799587582167274
VAMP2	WP481	SGK1	True	False	True	False	False	False	Heart_Atrial_Appendage	55.59	-0.6200089475998619	0.732374051929209	21.478342436800002	-0.44801825746318596	0.6729299898909211	14.93	-0.5878635763189891	0.721688066829948	37.08598556599999	1.3100666216617776	0.09508664944867795
VAMP2	WP481	SGK1	True	False	True	False	False	False	Heart_Left_Ventricle	39.65	-0.7892486869711598	0.7850166644931391	21.478342436800002	-0.44801825746318596	0.6729299898909211	9.354	-0.761032156835725	0.7766810697427662	37.08598556599999	1.3100666216617776	0.09508664944867795
VAMP2	WP481	SGK1	True	False	True	False	False	False	Kidney_Cortex	74.14	-0.4230580589337656	0.6638735491731186	28.1414550605	-0.3519563359277562	0.6375644956128923	28.28	-0.17326519936446555	0.5687785115903431	0.0	-1.1747806498477324	0.8799587582167274
VAMP2	WP481	SGK1	True	False	True	False	False	False	Liver	24.94	-0.9454291490885873	0.8277800867374894	14.1660584135	-0.5534392661960331	0.710018671254934	17.67	-0.5027699768541656	0.6924369978169442	36.9263052814	1.2993676712780533	0.09690889041135087
VAMP2	WP481	SGK1	True	False	True	False	False	False	Lung	112.7	-0.013655025674214234	0.5054473977941683	45.7436350189	-0.09818616491158849	0.5391077659102405	91.27	1.782955906580511	0.03729674063830746	0.0	-1.1747806498477324	0.8799587582167274
VAMP2	WP481	SGK1	True	False	True	False	False	False	Ovary	223.8	1.1659268466062878	0.12182201175277951	53.6597852184	0.01594076679030674	0.4936408234661218	130.6	3.0043906755409164	0.0013305668802414683	24.277173741699997	0.4518464442244526	0.32568980422386273
VAMP2	WP481	SGK1	True	False	True	False	False	False	Pancreas	34.975	-0.8388845578344484	0.799232952952309	52.927724544099995	0.005386667073659442	0.4978510411463063	33.83	-0.0009040763608996604	0.5003606742359412	40.756491591700005	1.5559990606632532	0.059854157867201274
VAMP2	WP481	SGK1	True	False	True	False	False	False	Prostate	126.75	0.13551801938016064	0.4461011591358345	35.464001600399996	-0.2463873727597885	0.5973088099574748	34.565	0.02192212641524825	0.4912550373440766	23.964952295799996	0.4309268813191961	0.33326076847403374
VAMP2	WP481	SGK1	True	False	True	False	False	False	Testis	98.15	-0.16813672001878038	0.5667621389281211	51.4042760996	-0.016576849559437223	0.5066129033016371	26.67	-0.22326545306459908	0.5883355434453744	29.165339190999997	0.7793648961141549	0.2178823981457425
VAMP2	WP481	SGK3	True	False	True	False	False	False	Adrenal_Gland	107.0	-0.07417362758239483	0.52956388491375	50.2380840509	-0.03338981001863674	0.5133181322197973	4.1055	-0.4084983042617498	0.6585460623798661	19.4974124155	0.13159132066199794	0.44765377546602536
VAMP2	WP481	SGK3	True	False	True	False	False	False	Bladder	93.72	-0.21517135272987517	0.5851831374898769	37.2428179273	-0.2207422240026116	0.5873534238421515	4.194	-0.3916443966799012	0.6523395103270745	0.0	-1.1747806498477324	0.8799587582167274
VAMP2	WP481	SGK3	True	False	True	False	False	False	Brain_Frontal_Cortex_BA9	439.5	3.456078150394805	0.0002740481929587313	324.4724423734	3.920239807135649	4.423044944512622e-05	5.4110000000000005	-0.1598793624752705	0.563511947128766	20.265998360099996	0.18308836619584393	0.4273643419567925
VAMP2	WP481	SGK3	True	False	True	False	False	False	Brain_Spinal_cord_cervical_c-1	154.2	0.4269628654116616	0.3347031876824511	69.06537988439999	0.23804282473063135	0.40592393967220763	25.72	3.7077591582000324	0.00010455069034764897	12.1905925537	-0.35798260112830627	0.6398218329101646
VAMP2	WP481	SGK3	True	False	True	False	False	False	Colon_Sigmoid	108.8	-0.05506249013770626	0.5219556603400093	29.3805222135	-0.3340927369837361	0.630845209722033	4.738	-0.2880452359507975	0.613343943968218	17.192760873999998	-0.022825691782903907	0.5091053428589531
VAMP2	WP481	SGK3	True	False	True	False	False	False	Colon_Transverse	72.065	-0.4450889534880594	0.6718722642693287	29.3805222135	-0.3340927369837361	0.630845209722033	5.511	-0.14083539910595003	0.5560000113401401	17.192760873999998	-0.022825691782903907	0.5091053428589531
VAMP2	WP481	SGK3	True	False	True	False	False	False	Esophagus_Gastroesophageal_Junction	124.5	0.11162909757429988	0.45555874984097944	27.243415346	-0.3649033511535164	0.6424082236529122	4.279	-0.3754570278159788	0.6463397002257361	0.0	-1.1747806498477324	0.8799587582167274
VAMP2	WP481	SGK3	True	False	True	False	False	False	Esophagus_Mucosa	53.42	-0.6430484855192921	0.739903680323212	27.243415346	-0.3649033511535164	0.6424082236529122	4.138999999999999	-0.4021185765330276	0.6562016190112023	0.0	-1.1747806498477324	0.8799587582167274
VAMP2	WP481	SGK3	True	False	True	False	False	False	Esophagus_Muscularis	107.85	-0.06514892378906971	0.5259722862053572	27.243415346	-0.3649033511535164	0.6424082236529122	3.8555	-0.4561082126850511	0.6758439176279442	0.0	-1.1747806498477324	0.8799587582167274
VAMP2	WP481	SGK3	True	False	True	False	False	False	Heart_Atrial_Appendage	55.59	-0.6200089475998619	0.732374051929209	21.478342436800002	-0.44801825746318596	0.6729299898909211	2.343	-0.7441481586460239	0.7716065765098161	37.08598556599999	1.3100666216617778	0.09508664944867784
VAMP2	WP481	SGK3	True	False	True	False	False	False	Heart_Left_Ventricle	39.65	-0.7892486869711598	0.7850166644931391	21.478342436800002	-0.44801825746318596	0.6729299898909211	1.351	-0.9330642752696834	0.824606608509115	37.08598556599999	1.3100666216617778	0.09508664944867784
VAMP2	WP481	SGK3	True	False	True	False	False	False	Kidney_Cortex	74.14	-0.4230580589337656	0.6638735491731186	28.1414550605	-0.3519563359277562	0.6375644956128923	4.138999999999999	-0.4021185765330276	0.6562016190112023	0.0	-1.1747806498477324	0.8799587582167274
VAMP2	WP481	SGK3	True	False	True	False	False	False	Liver	24.94	-0.9454291490885873	0.8277800867374894	14.1660584135	-0.5534392661960331	0.710018671254934	4.425	-0.3476528412967709	0.6359495414697103	36.92630528139999	1.2993676712780529	0.09690889041135098
VAMP2	WP481	SGK3	True	False	True	False	False	False	Lung	112.7	-0.013655025674214234	0.5054473977941683	45.7436350189	-0.09818616491158849	0.5391077659102405	8.453	0.4194380032194593	0.33744802751200076	0.0	-1.1747806498477324	0.8799587582167274
VAMP2	WP481	SGK3	True	False	True	False	False	False	Ovary	223.8	1.1659268466062878	0.12182201175277951	53.6597852184	0.01594076679030674	0.4936408234661218	8.366	0.4028697550881505	0.34352202107537866	24.2771737417	0.45184644422445286	0.3256898042238626
VAMP2	WP481	SGK3	True	False	True	False	False	False	Pancreas	34.975	-0.8388845578344484	0.799232952952309	52.927724544099995	0.005386667073659442	0.4978510411463063	5.5545	-0.13255127504029565	0.5527258654225894	40.7564915917	1.555999060663253	0.059854157867201274
VAMP2	WP481	SGK3	True	False	True	False	False	False	Prostate	126.75	0.13551801938016064	0.4461011591358345	35.464001600399996	-0.2463873727597885	0.5973088099574748	7.466	0.23147408476426598	0.4084732580743282	23.964952295799996	0.43092688131919615	0.33326076847403363
VAMP2	WP481	SGK3	True	False	True	False	False	False	Testis	98.15	-0.16813672001878038	0.5667621389281211	51.4042760996	-0.016576849559437223	0.5066129033016371	8.459	0.4205806410216186	0.33703066622735656	29.165339190999997	0.779364896114155	0.2178823981457424
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Adrenal_Gland	107.0	-0.07417362758239483	0.52956388491375	50.2380840509	-0.03338981001863674	0.5133181322197973	5.132999999999999	-0.6294155316745952	0.7354614738264796	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Bladder	93.72	-0.21517135272987517	0.5851831374898769	37.2428179273	-0.2207422240026116	0.5873534238421515	67.31	0.7603222203717658	0.22353100145227578	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Brain_Frontal_Cortex_BA9	439.5	3.456078150394805	0.0002740481929587313	324.4724423734	3.920239807135649	4.423044944512622e-05	1.161	-0.7181949573646115	0.7636814566233954	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Brain_Spinal_cord_cervical_c-1	154.2	0.4269628654116616	0.3347031876824511	69.06537988439999	0.23804282473063135	0.40592393967220763	0.6591	-0.7294130826802759	0.7671254912563621	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Colon_Sigmoid	108.8	-0.05506249013770626	0.5219556603400093	29.3805222135	-0.3340927369837361	0.630845209722033	94.91	1.3772185318129668	0.08422234698723197	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Colon_Transverse	72.065	-0.4450889534880594	0.6718722642693287	29.3805222135	-0.3340927369837361	0.630845209722033	22.935	-0.2315174107950205	0.5915435695182187	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Esophagus_Gastroesophageal_Junction	124.5	0.11162909757429988	0.45555874984097944	27.243415346	-0.3649033511535164	0.6424082236529122	122.3	1.989421066971463	0.023327373119376604	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Esophagus_Mucosa	53.42	-0.6430484855192921	0.739903680323212	27.243415346	-0.3649033511535164	0.6424082236529122	6.841	-0.5912394845752629	0.722820014843773	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Esophagus_Muscularis	107.85	-0.06514892378906971	0.5259722862053572	27.243415346	-0.3649033511535164	0.6424082236529122	137.2	2.322455669887184	0.010104206378745761	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Heart_Atrial_Appendage	55.59	-0.6200089475998619	0.732374051929209	21.478342436800002	-0.44801825746318596	0.6729299898909211	42.52	0.2062331058562812	0.4183044144557192	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Heart_Left_Ventricle	39.65	-0.7892486869711598	0.7850166644931391	21.478342436800002	-0.44801825746318596	0.6729299898909211	62.12	0.6443188922420616	0.25968433363728394	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Kidney_Cortex	74.14	-0.4230580589337656	0.6638735491731186	28.1414550605	-0.3519563359277562	0.6375644956128923	2.06	-0.6981011246115086	0.7574430225839857	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Liver	24.94	-0.9454291490885873	0.8277800867374894	14.1660584135	-0.5534392661960331	0.710018671254934	1.41	-0.7126294797722615	0.7619624676406478	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Lung	112.7	-0.013655025674214234	0.5054473977941683	45.7436350189	-0.09818616491158849	0.5391077659102405	3.3110000000000004	-0.6701396287559672	0.7486156076929926	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Ovary	223.8	1.1659268466062878	0.12182201175277951	53.6597852184	0.01594076679030674	0.4936408234661218	4.401	-0.6457766947171661	0.7407880084640134	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Pancreas	34.975	-0.8388845578344484	0.799232952952309	52.927724544099995	0.005386667073659442	0.4978510411463063	0.4259	-0.7346254094856415	0.7687161706440739	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Prostate	126.75	0.13551801938016064	0.4461011591358345	35.464001600399996	-0.2463873727597885	0.5973088099574748	17.485	-0.35333208098902574	0.6380802512877195	0.0	0.0	0.5
VAMP2	WP481	SLC2A4	False	True	False	False	True	False	Testis	98.15	-0.16813672001878038	0.5667621389281211	51.4042760996	-0.016576849559437223	0.5066129033016371	7.093999999999999	-0.5855846017203852	0.7209226507128204	0.0	0.0	0.5
